record_id,geo_code,county_name,family,title,period,publisher,scope,document_url,source_page_url,verification_state,link_status,verified_at,verification_method,reason,notes
"KDA-EVD-KEN-C003-0013","KEN-C003","Kilifi","audit","Auditor-General County Government Audit Reports 2023/24 — Kilifi evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C003-0012","KEN-C003","Kilifi","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Kilifi section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C003-0015","KEN-C003","Kilifi","cbrop","County Budget Review and Outlook Papers — Kilifi official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C003-0014","KEN-C003","Kilifi","cfsp","County Fiscal Strategy Papers — Kilifi official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C003-0011","KEN-C003","Kilifi","cidp","Kilifi County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/kilifi-county-integrated-development-plan-2023-2027","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C004-0018","KEN-C004","Tana River","audit","Auditor-General County Government Audit Reports 2023/24 — Tana River evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C004-0017","KEN-C004","Tana River","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Tana River section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C004-0020","KEN-C004","Tana River","cbrop","County Budget Review and Outlook Papers — Tana River official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C004-0019","KEN-C004","Tana River","cfsp","County Fiscal Strategy Papers — Tana River official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C004-0016","KEN-C004","Tana River","cidp","Tana River County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/tana-river-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C005-0023","KEN-C005","Lamu","audit","Auditor-General County Government Audit Reports 2023/24 — Lamu evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C005-0022","KEN-C005","Lamu","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Lamu section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C005-0025","KEN-C005","Lamu","cbrop","County Budget Review and Outlook Papers — Lamu official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C005-0024","KEN-C005","Lamu","cfsp","County Fiscal Strategy Papers — Lamu official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C005-0021","KEN-C005","Lamu","cidp","Lamu County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/lamu-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C006-0028","KEN-C006","Taita Taveta","audit","Auditor-General County Government Audit Reports 2023/24 — Taita Taveta evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C006-0027","KEN-C006","Taita Taveta","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Taita Taveta section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C006-0030","KEN-C006","Taita Taveta","cbrop","County Budget Review and Outlook Papers — Taita Taveta official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C006-0029","KEN-C006","Taita Taveta","cfsp","County Fiscal Strategy Papers — Taita Taveta official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C006-0026","KEN-C006","Taita Taveta","cidp","Taita Taveta County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/taita-taveta-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C007-0033","KEN-C007","Garissa","audit","Auditor-General County Government Audit Reports 2023/24 — Garissa evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C007-0032","KEN-C007","Garissa","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Garissa section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C007-0035","KEN-C007","Garissa","cbrop","County Budget Review and Outlook Papers — Garissa official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C007-0034","KEN-C007","Garissa","cfsp","County Fiscal Strategy Papers — Garissa official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C007-0031","KEN-C007","Garissa","cidp","Garissa County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/garissa-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C008-0038","KEN-C008","Wajir","audit","Auditor-General County Government Audit Reports 2023/24 — Wajir evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C008-0037","KEN-C008","Wajir","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Wajir section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C008-0040","KEN-C008","Wajir","cbrop","County Budget Review and Outlook Papers — Wajir official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C008-0039","KEN-C008","Wajir","cfsp","County Fiscal Strategy Papers — Wajir official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C008-0036","KEN-C008","Wajir","cidp","Wajir County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/wajir-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C009-0043","KEN-C009","Mandera","audit","Auditor-General County Government Audit Reports 2023/24 — Mandera evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C009-0042","KEN-C009","Mandera","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Mandera section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C009-0045","KEN-C009","Mandera","cbrop","County Budget Review and Outlook Papers — Mandera official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C009-0044","KEN-C009","Mandera","cfsp","County Fiscal Strategy Papers — Mandera official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C009-0041","KEN-C009","Mandera","cidp","Mandera County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/mandera-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C010-0048","KEN-C010","Marsabit","audit","Auditor-General County Government Audit Reports 2023/24 — Marsabit evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C010-0047","KEN-C010","Marsabit","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Marsabit section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C010-0050","KEN-C010","Marsabit","cbrop","County Budget Review and Outlook Papers — Marsabit official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C010-0049","KEN-C010","Marsabit","cfsp","County Fiscal Strategy Papers — Marsabit official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C010-0046","KEN-C010","Marsabit","cidp","Marsabit County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/marsabit-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C011-0053","KEN-C011","Isiolo","audit","Auditor-General County Government Audit Reports 2023/24 — Isiolo evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C011-0052","KEN-C011","Isiolo","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Isiolo section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C011-0055","KEN-C011","Isiolo","cbrop","County Budget Review and Outlook Papers — Isiolo official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C011-0054","KEN-C011","Isiolo","cfsp","County Fiscal Strategy Papers — Isiolo official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C011-0051","KEN-C011","Isiolo","cidp","Isiolo County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/isiolo-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C012-0058","KEN-C012","Meru","audit","Auditor-General County Government Audit Reports 2023/24 — Meru evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C012-0057","KEN-C012","Meru","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Meru section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C012-0060","KEN-C012","Meru","cbrop","County Budget Review and Outlook Papers — Meru official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C012-0059","KEN-C012","Meru","cfsp","County Fiscal Strategy Papers — Meru official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C012-0056","KEN-C012","Meru","cidp","Meru County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/meru-2023-2027","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C013-0063","KEN-C013","Tharaka-Nithi","audit","Auditor-General County Government Audit Reports 2023/24 — Tharaka-Nithi evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C013-0062","KEN-C013","Tharaka-Nithi","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Tharaka-Nithi section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C013-0065","KEN-C013","Tharaka-Nithi","cbrop","County Budget Review and Outlook Papers — Tharaka-Nithi official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C013-0064","KEN-C013","Tharaka-Nithi","cfsp","County Fiscal Strategy Papers — Tharaka-Nithi official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C013-0061","KEN-C013","Tharaka-Nithi","cidp","Tharaka-Nithi County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/tharaka-nithi-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C014-0068","KEN-C014","Embu","audit","Auditor-General County Government Audit Reports 2023/24 — Embu evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C014-0067","KEN-C014","Embu","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Embu section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C014-0070","KEN-C014","Embu","cbrop","County Budget Review and Outlook Papers — Embu official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
