fiscal_year,period_start,period_end,geo_code,name,budget_total_ksh_mn,expenditure_total_ksh_mn,development_absorption_pct,overall_absorption_pct,source_page,rate_method,source_url
2023/24,2023-07-01,2024-06-30,KEN-C022,Kiambu,23210,17780,49.5,76.605,187,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C023,Turkana,17220,14560,63.1,84.553,567,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C024,West Pokot,7710,6730,67.3,87.289,621,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C025,Samburu,7520,6190,59.9,82.314,494,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C026,Trans Nzoia,10180,8400,59.8,82.515,557,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C027,Uasin Gishu,13290,10260,48.9,77.201,584,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C028,Elgeyo/Marakwet,6790,5390,49.4,79.381,91,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C029,Nandi,9850,8320,49.8,84.467,437,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C030,Baringo,8890,7670,64.4,86.277,33,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C031,Laikipia,7730,5840,48.7,75.55,279,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C032,Nakuru,23310,16430,46,70.485,422,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C033,Narok,14990,13530,90.3,90.26,446,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C034,Kajiado,11590,8800,57.5,75.928,154,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C035,Kericho,8480,6960,61.7,82.075,175,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C036,Bomet,8520,7450,76.2,87.441,47,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C037,Kakamega,16790,13860,57.3,82.549,167,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C038,Vihiga,6680,5270,50.9,78.892,599,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C039,Bungoma,15230,10950,55.2,71.898,58,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C040,Busia,10200,7450,59.6,73.039,77,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C041,Siaya,9760,7630,64.6,78.176,509,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C042,Kisumu,13700,8870,37,64.745,234,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C043,Homa Bay,10080,9080,86.3,90.079,125,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C044,Migori,11470,8890,47.3,77.507,365,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C045,Kisii,13260,9230,29.2,69.608,223,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C046,Nyamira,7280,6170,61.2,84.753,456,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C047,Nairobi,42290,31790,38.7,75.171,407,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
